indicator,unit,time,regioncode,regionname,numvalue
Number of deaths,N,2018-03-01,FI,Finland,0.0
Number of deaths,N,2018-03-01,FR,France,0.0
Number of deaths,N,2018-03-01,HR,Croatia,0.0
Number of deaths,N,2018-03-01,HU,Hungary,0.0
Number of deaths,N,2018-03-01,IE,Ireland,0.0
Number of deaths,N,2018-03-01,IS,Iceland,0.0
Number of deaths,N,2018-03-01,IT,Italy,2.0
Number of deaths,N,2018-03-01,LT,Lithuania,0.0
Number of deaths,N,2018-03-01,LU,Luxembourg,0.0
Number of deaths,N,2018-03-01,LV,Latvia,0.0
Number of deaths,N,2018-03-01,MT,Malta,0.0
Number of deaths,N,2018-03-01,NL,Netherlands,0.0
Number of deaths,N,2018-03-01,NO,Norway,0.0
Number of deaths,N,2018-03-01,PL,Poland,0.0
Number of deaths,N,2018-03-01,PT,Portugal,0.0
Number of deaths,N,2018-03-01,RO,Romania,6.0
Number of deaths,N,2018-03-01,SE,Sweden,0.0
Number of deaths,N,2018-03-01,SI,Slovenia,0.0
Number of deaths,N,2018-03-01,SK,Slovakia,0.0
Number of deaths,N,2018-03-01,UK,United Kingdom,0.0
Number of deaths,N,2018-04-01,AT,Austria,0.0
Number of deaths,N,2018-04-01,BE,Belgium,0.0
Number of deaths,N,2018-04-01,BG,Bulgaria,0.0
Number of deaths,N,2018-04-01,CY,Cyprus,0.0
Number of deaths,N,2018-04-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-04-01,DE,Germany,0.0
Number of deaths,N,2018-04-01,DK,Denmark,0.0
Number of deaths,N,2018-04-01,EE,Estonia,0.0
Number of deaths,N,2018-04-01,EL,Greece,1.0
Number of deaths,N,2018-04-01,ES,Spain,0.0
Number of deaths,N,2018-04-01,EU_EEA31,EU/EEA,9.0
Number of deaths,N,2018-04-01,FI,Finland,0.0
Number of deaths,N,2018-04-01,FR,France,0.0
Number of deaths,N,2018-04-01,HR,Croatia,0.0
Number of deaths,N,2018-04-01,HU,Hungary,0.0
Number of deaths,N,2018-04-01,IE,Ireland,0.0
Number of deaths,N,2018-04-01,IS,Iceland,0.0
Number of deaths,N,2018-04-01,IT,Italy,2.0
Number of deaths,N,2018-04-01,LT,Lithuania,0.0
Number of deaths,N,2018-04-01,LU,Luxembourg,0.0
Number of deaths,N,2018-04-01,LV,Latvia,0.0
Number of deaths,N,2018-04-01,MT,Malta,0.0
Number of deaths,N,2018-04-01,NL,Netherlands,0.0
Number of deaths,N,2018-04-01,NO,Norway,
Number of deaths,N,2018-04-01,PL,Poland,0.0
Number of deaths,N,2018-04-01,PT,Portugal,0.0
Number of deaths,N,2018-04-01,RO,Romania,6.0
Number of deaths,N,2018-04-01,SE,Sweden,0.0
Number of deaths,N,2018-04-01,SI,Slovenia,0.0
Number of deaths,N,2018-04-01,SK,Slovakia,0.0
Number of deaths,N,2018-04-01,UK,United Kingdom,0.0
Number of deaths,N,2018-05-01,AT,Austria,0.0
Number of deaths,N,2018-05-01,BE,Belgium,0.0
Number of deaths,N,2018-05-01,BG,Bulgaria,0.0
Number of deaths,N,2018-05-01,CY,Cyprus,0.0
Number of deaths,N,2018-05-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-05-01,DE,Germany,0.0
Number of deaths,N,2018-05-01,DK,Denmark,0.0
Number of deaths,N,2018-05-01,EE,Estonia,0.0
Number of deaths,N,2018-05-01,EL,Greece,0.0
Number of deaths,N,2018-05-01,ES,Spain,0.0
Number of deaths,N,2018-05-01,EU_EEA31,EU/EEA,7.0
Number of deaths,N,2018-05-01,FI,Finland,
Number of deaths,N,2018-05-01,FR,France,2.0
Number of deaths,N,2018-05-01,HR,Croatia,0.0
Number of deaths,N,2018-05-01,HU,Hungary,0.0
Number of deaths,N,2018-05-01,IE,Ireland,0.0
Number of deaths,N,2018-05-01,IS,Iceland,0.0
Number of deaths,N,2018-05-01,IT,Italy,1.0
Number of deaths,N,2018-05-01,LT,Lithuania,0.0
Number of deaths,N,2018-05-01,LU,Luxembourg,0.0
Number of deaths,N,2018-05-01,LV,Latvia,0.0
Number of deaths,N,2018-05-01,MT,Malta,0.0
Number of deaths,N,2018-05-01,NL,Netherlands,0.0
Number of deaths,N,2018-05-01,NO,Norway,
Number of deaths,N,2018-05-01,PL,Poland,0.0
Number of deaths,N,2018-05-01,PT,Portugal,0.0
Number of deaths,N,2018-05-01,RO,Romania,4.0
Number of deaths,N,2018-05-01,SE,Sweden,0.0
Number of deaths,N,2018-05-01,SI,Slovenia,0.0
Number of deaths,N,2018-05-01,SK,Slovakia,0.0
Number of deaths,N,2018-05-01,UK,United Kingdom,0.0
Number of deaths,N,2018-06-01,AT,Austria,0.0
Number of deaths,N,2018-06-01,BE,Belgium,0.0
Number of deaths,N,2018-06-01,BG,Bulgaria,0.0
Number of deaths,N,2018-06-01,CY,Cyprus,0.0
Number of deaths,N,2018-06-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-06-01,DE,Germany,0.0
Number of deaths,N,2018-06-01,DK,Denmark,0.0
Number of deaths,N,2018-06-01,EE,Estonia,0.0
Number of deaths,N,2018-06-01,EL,Greece,0.0
Number of deaths,N,2018-06-01,ES,Spain,0.0
Number of deaths,N,2018-06-01,EU_EEA31,EU/EEA,2.0
Number of deaths,N,2018-06-01,FI,Finland,0.0
Number of deaths,N,2018-06-01,FR,France,0.0
Number of deaths,N,2018-06-01,HR,Croatia,0.0
Number of deaths,N,2018-06-01,HU,Hungary,0.0
Number of deaths,N,2018-06-01,IE,Ireland,0.0
Number of deaths,N,2018-06-01,IS,Iceland,0.0
Number of deaths,N,2018-06-01,IT,Italy,0.0
Number of deaths,N,2018-06-01,LT,Lithuania,0.0
Number of deaths,N,2018-06-01,LU,Luxembourg,0.0
Number of deaths,N,2018-06-01,LV,Latvia,0.0
Number of deaths,N,2018-06-01,MT,Malta,0.0
Number of deaths,N,2018-06-01,NL,Netherlands,0.0
Number of deaths,N,2018-06-01,NO,Norway,0.0
Number of deaths,N,2018-06-01,PL,Poland,0.0
Number of deaths,N,2018-06-01,PT,Portugal,0.0
Number of deaths,N,2018-06-01,RO,Romania,2.0
Number of deaths,N,2018-06-01,SE,Sweden,0.0
Number of deaths,N,2018-06-01,SI,Slovenia,0.0
Number of deaths,N,2018-06-01,SK,Slovakia,0.0
Number of deaths,N,2018-06-01,UK,United Kingdom,0.0
Number of deaths,N,2018-07-01,AT,Austria,0.0
Number of deaths,N,2018-07-01,BE,Belgium,0.0
Number of deaths,N,2018-07-01,BG,Bulgaria,0.0
Number of deaths,N,2018-07-01,CY,Cyprus,0.0
Number of deaths,N,2018-07-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-07-01,DE,Germany,0.0
Number of deaths,N,2018-07-01,DK,Denmark,0.0
Number of deaths,N,2018-07-01,EE,Estonia,0.0
Number of deaths,N,2018-07-01,EL,Greece,0.0
Number of deaths,N,2018-07-01,ES,Spain,0.0
Number of deaths,N,2018-07-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2018-07-01,FI,Finland,0.0
Number of deaths,N,2018-07-01,FR,France,0.0
Number of deaths,N,2018-07-01,HR,Croatia,0.0
Number of deaths,N,2018-07-01,HU,Hungary,0.0
Number of deaths,N,2018-07-01,IE,Ireland,0.0
Number of deaths,N,2018-07-01,IS,Iceland,0.0
Number of deaths,N,2018-07-01,IT,Italy,0.0
Number of deaths,N,2018-07-01,LT,Lithuania,0.0
Number of deaths,N,2018-07-01,LU,Luxembourg,0.0
Number of deaths,N,2018-07-01,LV,Latvia,0.0
Number of deaths,N,2018-07-01,MT,Malta,0.0
Number of deaths,N,2018-07-01,NL,Netherlands,0.0
Number of deaths,N,2018-07-01,NO,Norway,0.0
Number of deaths,N,2018-07-01,PL,Poland,0.0
Number of deaths,N,2018-07-01,PT,Portugal,0.0
Number of deaths,N,2018-07-01,RO,Romania,0.0
Number of deaths,N,2018-07-01,SE,Sweden,0.0
Number of deaths,N,2018-07-01,SI,Slovenia,0.0
Number of deaths,N,2018-07-01,SK,Slovakia,0.0
Number of deaths,N,2018-07-01,UK,United Kingdom,0.0
Number of deaths,N,2018-08-01,AT,Austria,0.0
Number of deaths,N,2018-08-01,BE,Belgium,0.0
Number of deaths,N,2018-08-01,BG,Bulgaria,0.0
Number of deaths,N,2018-08-01,CY,Cyprus,0.0
Number of deaths,N,2018-08-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-08-01,DE,Germany,0.0
Number of deaths,N,2018-08-01,DK,Denmark,0.0
Number of deaths,N,2018-08-01,EE,Estonia,0.0
Number of deaths,N,2018-08-01,EL,Greece,0.0
Number of deaths,N,2018-08-01,ES,Spain,0.0
Number of deaths,N,2018-08-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2018-08-01,FI,Finland,
Number of deaths,N,2018-08-01,FR,France,0.0
Number of deaths,N,2018-08-01,HR,Croatia,0.0
Number of deaths,N,2018-08-01,HU,Hungary,0.0
Number of deaths,N,2018-08-01,IE,Ireland,0.0
Number of deaths,N,2018-08-01,IS,Iceland,0.0
Number of deaths,N,2018-08-01,IT,Italy,0.0
Number of deaths,N,2018-08-01,LT,Lithuania,0.0
Number of deaths,N,2018-08-01,LU,Luxembourg,0.0
Number of deaths,N,2018-08-01,LV,Latvia,0.0
Number of deaths,N,2018-08-01,MT,Malta,0.0
Number of deaths,N,2018-08-01,NL,Netherlands,0.0
Number of deaths,N,2018-08-01,NO,Norway,
Number of deaths,N,2018-08-01,PL,Poland,0.0
Number of deaths,N,2018-08-01,PT,Portugal,0.0
Number of deaths,N,2018-08-01,RO,Romania,0.0
Number of deaths,N,2018-08-01,SE,Sweden,0.0
Number of deaths,N,2018-08-01,SI,Slovenia,0.0
Number of deaths,N,2018-08-01,SK,Slovakia,0.0
Number of deaths,N,2018-08-01,UK,United Kingdom,0.0
Number of deaths,N,2018-09-01,AT,Austria,0.0
Number of deaths,N,2018-09-01,BE,Belgium,0.0
Number of deaths,N,2018-09-01,BG,Bulgaria,0.0
Number of deaths,N,2018-09-01,CY,Cyprus,0.0
Number of deaths,N,2018-09-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-09-01,DE,Germany,0.0
Number of deaths,N,2018-09-01,DK,Denmark,0.0
Number of deaths,N,2018-09-01,EE,Estonia,0.0
Number of deaths,N,2018-09-01,EL,Greece,0.0
Number of deaths,N,2018-09-01,ES,Spain,0.0
Number of deaths,N,2018-09-01,EU_EEA31,EU/EEA,2.0
Number of deaths,N,2018-09-01,FI,Finland,0.0
Number of deaths,N,2018-09-01,FR,France,0.0
Number of deaths,N,2018-09-01,HR,Croatia,0.0
Number of deaths,N,2018-09-01,HU,Hungary,0.0
Number of deaths,N,2018-09-01,IE,Ireland,0.0
Number of deaths,N,2018-09-01,IS,Iceland,0.0
Number of deaths,N,2018-09-01,IT,Italy,2.0
Number of deaths,N,2018-09-01,LT,Lithuania,0.0
Number of deaths,N,2018-09-01,LU,Luxembourg,0.0
Number of deaths,N,2018-09-01,LV,Latvia,0.0
Number of deaths,N,2018-09-01,MT,Malta,0.0
Number of deaths,N,2018-09-01,NL,Netherlands,0.0
Number of deaths,N,2018-09-01,NO,Norway,0.0
Number of deaths,N,2018-09-01,PL,Poland,0.0
Number of deaths,N,2018-09-01,PT,Portugal,0.0
Number of deaths,N,2018-09-01,RO,Romania,0.0
Number of deaths,N,2018-09-01,SE,Sweden,0.0
Number of deaths,N,2018-09-01,SI,Slovenia,0.0
Number of deaths,N,2018-09-01,SK,Slovakia,0.0
Number of deaths,N,2018-09-01,UK,United Kingdom,0.0
Number of deaths,N,2018-10-01,AT,Austria,0.0
Number of deaths,N,2018-10-01,BE,Belgium,0.0
Number of deaths,N,2018-10-01,BG,Bulgaria,0.0
Number of deaths,N,2018-10-01,CY,Cyprus,0.0
Number of deaths,N,2018-10-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-10-01,DE,Germany,0.0
Number of deaths,N,2018-10-01,DK,Denmark,0.0
Number of deaths,N,2018-10-01,EE,Estonia,0.0
Number of deaths,N,2018-10-01,EL,Greece,0.0
Number of deaths,N,2018-10-01,ES,Spain,0.0
Number of deaths,N,2018-10-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2018-10-01,FI,Finland,0.0
Number of deaths,N,2018-10-01,FR,France,0.0
Number of deaths,N,2018-10-01,HR,Croatia,0.0
Number of deaths,N,2018-10-01,HU,Hungary,0.0
Number of deaths,N,2018-10-01,IE,Ireland,0.0
Number of deaths,N,2018-10-01,IS,Iceland,0.0
Number of deaths,N,2018-10-01,IT,Italy,0.0
Number of deaths,N,2018-10-01,LT,Lithuania,0.0
Number of deaths,N,2018-10-01,LU,Luxembourg,0.0
Number of deaths,N,2018-10-01,LV,Latvia,0.0
Number of deaths,N,2018-10-01,MT,Malta,0.0
Number of deaths,N,2018-10-01,NL,Netherlands,0.0
Number of deaths,N,2018-10-01,NO,Norway,0.0
Number of deaths,N,2018-10-01,PL,Poland,0.0
Number of deaths,N,2018-10-01,PT,Portugal,0.0
Number of deaths,N,2018-10-01,RO,Romania,0.0
Number of deaths,N,2018-10-01,SE,Sweden,0.0
Number of deaths,N,2018-10-01,SI,Slovenia,0.0
Number of deaths,N,2018-10-01,SK,Slovakia,0.0
Number of deaths,N,2018-10-01,UK,United Kingdom,0.0
Number of deaths,N,2018-11-01,AT,Austria,0.0
Number of deaths,N,2018-11-01,BE,Belgium,0.0
Number of deaths,N,2018-11-01,BG,Bulgaria,0.0
Number of deaths,N,2018-11-01,CY,Cyprus,0.0
Number of deaths,N,2018-11-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-11-01,DE,Germany,0.0
Number of deaths,N,2018-11-01,DK,Denmark,0.0
Number of deaths,N,2018-11-01,EE,Estonia,0.0
Number of deaths,N,2018-11-01,EL,Greece,0.0
Number of deaths,N,2018-11-01,ES,Spain,0.0
Number of deaths,N,2018-11-01,EU_EEA31,EU/EEA,1.0
Number of deaths,N,2018-11-01,FI,Finland,
Number of deaths,N,2018-11-01,FR,France,1.0
Number of deaths,N,2018-11-01,HR,Croatia,0.0
Number of deaths,N,2018-11-01,HU,Hungary,0.0
Number of deaths,N,2018-11-01,IE,Ireland,0.0
Number of deaths,N,2018-11-01,IS,Iceland,0.0
Number of deaths,N,2018-11-01,IT,Italy,0.0
Number of deaths,N,2018-11-01,LT,Lithuania,0.0
Number of deaths,N,2018-11-01,LU,Luxembourg,0.0
Number of deaths,N,2018-11-01,LV,Latvia,0.0
Number of deaths,N,2018-11-01,MT,Malta,0.0
Number of deaths,N,2018-11-01,NL,Netherlands,0.0
Number of deaths,N,2018-11-01,NO,Norway,0.0
Number of deaths,N,2018-11-01,PL,Poland,0.0
Number of deaths,N,2018-11-01,PT,Portugal,0.0
Number of deaths,N,2018-11-01,RO,Romania,0.0
Number of deaths,N,2018-11-01,SE,Sweden,0.0
Number of deaths,N,2018-11-01,SI,Slovenia,0.0
Number of deaths,N,2018-11-01,SK,Slovakia,0.0
Number of deaths,N,2018-11-01,UK,United Kingdom,0.0
Number of deaths,N,2018-12-01,AT,Austria,0.0
Number of deaths,N,2018-12-01,BE,Belgium,0.0
Number of deaths,N,2018-12-01,BG,Bulgaria,0.0
Number of deaths,N,2018-12-01,CY,Cyprus,0.0
Number of deaths,N,2018-12-01,CZ,Czech Republic,0.0
Number of deaths,N,2018-12-01,DE,Germany,0.0
Number of deaths,N,2018-12-01,DK,Denmark,0.0
Number of deaths,N,2018-12-01,EE,Estonia,0.0
Number of deaths,N,2018-12-01,EL,Greece,0.0
Number of deaths,N,2018-12-01,ES,Spain,0.0
Number of deaths,N,2018-12-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2018-12-01,FI,Finland,
Number of deaths,N,2018-12-01,FR,France,0.0
Number of deaths,N,2018-12-01,HR,Croatia,0.0
Number of deaths,N,2018-12-01,HU,Hungary,0.0
Number of deaths,N,2018-12-01,IE,Ireland,0.0
Number of deaths,N,2018-12-01,IS,Iceland,0.0
Number of deaths,N,2018-12-01,IT,Italy,0.0
Number of deaths,N,2018-12-01,LT,Lithuania,0.0
Number of deaths,N,2018-12-01,LU,Luxembourg,0.0
Number of deaths,N,2018-12-01,LV,Latvia,0.0
Number of deaths,N,2018-12-01,MT,Malta,0.0
Number of deaths,N,2018-12-01,NL,Netherlands,0.0
Number of deaths,N,2018-12-01,NO,Norway,0.0
Number of deaths,N,2018-12-01,PL,Poland,0.0
Number of deaths,N,2018-12-01,PT,Portugal,0.0
Number of deaths,N,2018-12-01,RO,Romania,0.0
Number of deaths,N,2018-12-01,SE,Sweden,0.0
Number of deaths,N,2018-12-01,SI,Slovenia,0.0
Number of deaths,N,2018-12-01,SK,Slovakia,0.0
Number of deaths,N,2018-12-01,UK,United Kingdom,0.0
Number of deaths,N,2019-01-01,AT,Austria,0.0
Number of deaths,N,2019-01-01,BE,Belgium,0.0
Number of deaths,N,2019-01-01,BG,Bulgaria,0.0
Number of deaths,N,2019-01-01,CY,Cyprus,0.0
Number of deaths,N,2019-01-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-01-01,DE,Germany,0.0
Number of deaths,N,2019-01-01,DK,Denmark,0.0
Number of deaths,N,2019-01-01,EE,Estonia,0.0
Number of deaths,N,2019-01-01,EL,Greece,0.0
Number of deaths,N,2019-01-01,ES,Spain,0.0
Number of deaths,N,2019-01-01,EU_EEA31,EU/EEA,1.0
Number of deaths,N,2019-01-01,FI,Finland,
Number of deaths,N,2019-01-01,FR,France,0.0
Number of deaths,N,2019-01-01,HR,Croatia,0.0
Number of deaths,N,2019-01-01,HU,Hungary,0.0
Number of deaths,N,2019-01-01,IE,Ireland,0.0
Number of deaths,N,2019-01-01,IS,Iceland,0.0
Number of deaths,N,2019-01-01,IT,Italy,0.0
Number of deaths,N,2019-01-01,LT,Lithuania,0.0
Number of deaths,N,2019-01-01,LU,Luxembourg,0.0
Number of deaths,N,2019-01-01,LV,Latvia,0.0
Number of deaths,N,2019-01-01,MT,Malta,0.0
Number of deaths,N,2019-01-01,NL,Netherlands,0.0
Number of deaths,N,2019-01-01,NO,Norway,0.0
Number of deaths,N,2019-01-01,PL,Poland,0.0
Number of deaths,N,2019-01-01,PT,Portugal,0.0
Number of deaths,N,2019-01-01,RO,Romania,1.0
Number of deaths,N,2019-01-01,SE,Sweden,0.0
Number of deaths,N,2019-01-01,SI,Slovenia,0.0
Number of deaths,N,2019-01-01,SK,Slovakia,0.0
Number of deaths,N,2019-01-01,UK,United Kingdom,0.0
Number of deaths,N,2019-02-01,AT,Austria,0.0
Number of deaths,N,2019-02-01,BE,Belgium,0.0
Number of deaths,N,2019-02-01,BG,Bulgaria,0.0
Number of deaths,N,2019-02-01,CY,Cyprus,0.0
Number of deaths,N,2019-02-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-02-01,DE,Germany,0.0
Number of deaths,N,2019-02-01,DK,Denmark,0.0
Number of deaths,N,2019-02-01,EE,Estonia,0.0
Number of deaths,N,2019-02-01,EL,Greece,0.0
Number of deaths,N,2019-02-01,ES,Spain,0.0
Number of deaths,N,2019-02-01,EU_EEA31,EU/EEA,3.0
Number of deaths,N,2019-02-01,FI,Finland,
Number of deaths,N,2019-02-01,FR,France,0.0
Number of deaths,N,2019-02-01,HR,Croatia,0.0
Number of deaths,N,2019-02-01,HU,Hungary,0.0
Number of deaths,N,2019-02-01,IE,Ireland,0.0
Number of deaths,N,2019-02-01,IS,Iceland,0.0
Number of deaths,N,2019-02-01,IT,Italy,1.0
Number of deaths,N,2019-02-01,LT,Lithuania,0.0
Number of deaths,N,2019-02-01,LU,Luxembourg,0.0
Number of deaths,N,2019-02-01,LV,Latvia,0.0
Number of deaths,N,2019-02-01,MT,Malta,0.0
Number of deaths,N,2019-02-01,NL,Netherlands,0.0
Number of deaths,N,2019-02-01,NO,Norway,0.0
Number of deaths,N,2019-02-01,PL,Poland,0.0
Number of deaths,N,2019-02-01,PT,Portugal,0.0
Number of deaths,N,2019-02-01,RO,Romania,2.0
Number of deaths,N,2019-02-01,SE,Sweden,0.0
Number of deaths,N,2019-02-01,SI,Slovenia,0.0
Number of deaths,N,2019-02-01,SK,Slovakia,0.0
Number of deaths,N,2019-02-01,UK,United Kingdom,0.0
Number of deaths,N,2019-03-01,AT,Austria,0.0
Number of deaths,N,2019-03-01,BE,Belgium,0.0
Number of deaths,N,2019-03-01,BG,Bulgaria,0.0
Number of deaths,N,2019-03-01,CY,Cyprus,0.0
Number of deaths,N,2019-03-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-03-01,DE,Germany,0.0
Number of deaths,N,2019-03-01,DK,Denmark,0.0
Number of deaths,N,2019-03-01,EE,Estonia,0.0
Number of deaths,N,2019-03-01,EL,Greece,0.0
Number of deaths,N,2019-03-01,ES,Spain,0.0
Number of deaths,N,2019-03-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2019-03-01,FI,Finland,0.0
Number of deaths,N,2019-03-01,FR,France,0.0
Number of deaths,N,2019-03-01,HR,Croatia,0.0
Number of deaths,N,2019-03-01,HU,Hungary,0.0
Number of deaths,N,2019-03-01,IE,Ireland,0.0
Number of deaths,N,2019-03-01,IS,Iceland,0.0
Number of deaths,N,2019-03-01,IT,Italy,0.0
Number of deaths,N,2019-03-01,LT,Lithuania,0.0
Number of deaths,N,2019-03-01,LU,Luxembourg,0.0
Number of deaths,N,2019-03-01,LV,Latvia,0.0
Number of deaths,N,2019-03-01,MT,Malta,0.0
Number of deaths,N,2019-03-01,NL,Netherlands,0.0
Number of deaths,N,2019-03-01,NO,Norway,0.0
Number of deaths,N,2019-03-01,PL,Poland,0.0
Number of deaths,N,2019-03-01,PT,Portugal,0.0
Number of deaths,N,2019-03-01,RO,Romania,0.0
Number of deaths,N,2019-03-01,SE,Sweden,0.0
Number of deaths,N,2019-03-01,SI,Slovenia,0.0
Number of deaths,N,2019-03-01,SK,Slovakia,0.0
Number of deaths,N,2019-03-01,UK,United Kingdom,0.0
Number of deaths,N,2019-04-01,AT,Austria,0.0
Number of deaths,N,2019-04-01,BE,Belgium,0.0
Number of deaths,N,2019-04-01,BG,Bulgaria,0.0
Number of deaths,N,2019-04-01,CY,Cyprus,0.0
Number of deaths,N,2019-04-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-04-01,DE,Germany,0.0
Number of deaths,N,2019-04-01,DK,Denmark,0.0
Number of deaths,N,2019-04-01,EE,Estonia,0.0
Number of deaths,N,2019-04-01,EL,Greece,0.0
Number of deaths,N,2019-04-01,ES,Spain,0.0
Number of deaths,N,2019-04-01,EU_EEA31,EU/EEA,2.0
Number of deaths,N,2019-04-01,FI,Finland,
Number of deaths,N,2019-04-01,FR,France,0.0
Number of deaths,N,2019-04-01,HR,Croatia,0.0
Number of deaths,N,2019-04-01,HU,Hungary,0.0
Number of deaths,N,2019-04-01,IE,Ireland,0.0
Number of deaths,N,2019-04-01,IS,Iceland,0.0
Number of deaths,N,2019-04-01,IT,Italy,0.0
Number of deaths,N,2019-04-01,LT,Lithuania,0.0
Number of deaths,N,2019-04-01,LU,Luxembourg,0.0
Number of deaths,N,2019-04-01,LV,Latvia,0.0
Number of deaths,N,2019-04-01,MT,Malta,0.0
Number of deaths,N,2019-04-01,NL,Netherlands,0.0
Number of deaths,N,2019-04-01,NO,Norway,0.0
Number of deaths,N,2019-04-01,PL,Poland,0.0
Number of deaths,N,2019-04-01,PT,Portugal,0.0
Number of deaths,N,2019-04-01,RO,Romania,2.0
Number of deaths,N,2019-04-01,SE,Sweden,0.0
Number of deaths,N,2019-04-01,SI,Slovenia,0.0
Number of deaths,N,2019-04-01,SK,Slovakia,0.0
Number of deaths,N,2019-04-01,UK,United Kingdom,0.0
Number of deaths,N,2019-05-01,AT,Austria,0.0
Number of deaths,N,2019-05-01,BE,Belgium,0.0
Number of deaths,N,2019-05-01,BG,Bulgaria,0.0
Number of deaths,N,2019-05-01,CY,Cyprus,0.0
Number of deaths,N,2019-05-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-05-01,DE,Germany,0.0
Number of deaths,N,2019-05-01,DK,Denmark,0.0
Number of deaths,N,2019-05-01,EE,Estonia,0.0
Number of deaths,N,2019-05-01,EL,Greece,0.0
Number of deaths,N,2019-05-01,ES,Spain,0.0
Number of deaths,N,2019-05-01,EU_EEA31,EU/EEA,0.0
Number of deaths,N,2019-05-01,FI,Finland,0.0
Number of deaths,N,2019-05-01,FR,France,0.0
Number of deaths,N,2019-05-01,HR,Croatia,0.0
Number of deaths,N,2019-05-01,HU,Hungary,0.0
Number of deaths,N,2019-05-01,IE,Ireland,0.0
Number of deaths,N,2019-05-01,IS,Iceland,0.0
Number of deaths,N,2019-05-01,IT,Italy,0.0
Number of deaths,N,2019-05-01,LT,Lithuania,0.0
Number of deaths,N,2019-05-01,LU,Luxembourg,0.0
Number of deaths,N,2019-05-01,LV,Latvia,0.0
Number of deaths,N,2019-05-01,MT,Malta,0.0
Number of deaths,N,2019-05-01,NL,Netherlands,0.0
Number of deaths,N,2019-05-01,NO,Norway,0.0
Number of deaths,N,2019-05-01,PL,Poland,0.0
Number of deaths,N,2019-05-01,PT,Portugal,0.0
Number of deaths,N,2019-05-01,RO,Romania,0.0
Number of deaths,N,2019-05-01,SE,Sweden,0.0
Number of deaths,N,2019-05-01,SI,Slovenia,0.0
Number of deaths,N,2019-05-01,SK,Slovakia,0.0
Number of deaths,N,2019-05-01,UK,United Kingdom,0.0
Number of deaths,N,2019-06-01,AT,Austria,0.0
Number of deaths,N,2019-06-01,BE,Belgium,0.0
Number of deaths,N,2019-06-01,BG,Bulgaria,0.0
Number of deaths,N,2019-06-01,CY,Cyprus,0.0
Number of deaths,N,2019-06-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-06-01,DE,Germany,0.0
Number of deaths,N,2019-06-01,DK,Denmark,0.0
Number of deaths,N,2019-06-01,EE,Estonia,0.0
Number of deaths,N,2019-06-01,EL,Greece,0.0
Number of deaths,N,2019-06-01,ES,Spain,0.0
Number of deaths,N,2019-06-01,EU_EEA31,EU/EEA,1.0
Number of deaths,N,2019-06-01,FI,Finland,0.0
Number of deaths,N,2019-06-01,FR,France,1.0
Number of deaths,N,2019-06-01,HR,Croatia,0.0
Number of deaths,N,2019-06-01,HU,Hungary,0.0
Number of deaths,N,2019-06-01,IE,Ireland,0.0
Number of deaths,N,2019-06-01,IS,Iceland,0.0
Number of deaths,N,2019-06-01,IT,Italy,0.0
Number of deaths,N,2019-06-01,LT,Lithuania,0.0
Number of deaths,N,2019-06-01,LU,Luxembourg,0.0
Number of deaths,N,2019-06-01,LV,Latvia,0.0
Number of deaths,N,2019-06-01,MT,Malta,0.0
Number of deaths,N,2019-06-01,NL,Netherlands,0.0
Number of deaths,N,2019-06-01,NO,Norway,
Number of deaths,N,2019-06-01,PL,Poland,0.0
Number of deaths,N,2019-06-01,PT,Portugal,0.0
Number of deaths,N,2019-06-01,RO,Romania,0.0
Number of deaths,N,2019-06-01,SE,Sweden,0.0
Number of deaths,N,2019-06-01,SI,Slovenia,0.0
Number of deaths,N,2019-06-01,SK,Slovakia,0.0
Number of deaths,N,2019-06-01,UK,United Kingdom,0.0
Number of deaths,N,2019-07-01,AT,Austria,0.0
Number of deaths,N,2019-07-01,BE,Belgium,0.0
Number of deaths,N,2019-07-01,BG,Bulgaria,0.0
Number of deaths,N,2019-07-01,CY,Cyprus,0.0
Number of deaths,N,2019-07-01,CZ,Czech Republic,0.0
Number of deaths,N,2019-07-01,DE,Germany,0.0
Number of deaths,N,2019-07-01,DK,Denmark,0.0
Number of deaths,N,2019-07-01,EE,Estonia,0.0
Number of deaths,N,2019-07-01,EL,Greece,0.0
Number of deaths,N,2019-07-01,ES,Spain,0.0
